"Time [ms]","Temp [C]"
5493690,16.85
5503845,16.81
5513999,16.85
5524154,16.85
5534309,16.88
5544463,16.85
5554618,16.88
5564773,16.88
5574927,16.88
5585082,16.92
5595237,16.92
5605392,16.92
5615546,16.92
5625701,16.95
5635856,16.95
5646010,16.98
5656165,16.98
5666320,16.98
5676475,16.98
5686629,16.95
5696784,16.98
5706939,16.98
5717093,17.02
5727248,17.02
5737403,17.02
5747558,17.05
5757712,17.05
5767867,17.05
5778022,17.05
5788176,17.05
5798331,17.08
5808486,17.08
5818640,17.08
5828795,17.08
5838950,17.12
5849105,17.12
5859259,17.12
5869414,17.12
5879569,17.12
5889723,17.12
5899878,17.12
5910033,17.15
5920188,17.19
5930342,17.15
5940497,17.19
5950652,17.19
5960806,17.19
5970961,17.22
5981116,17.22
5991271,17.22
6001425,17.22
6011580,17.22
6021735,17.25
6031889,17.25
6042044,17.25
6052199,17.25
6062354,17.25
6072508,17.29
6082663,17.29
6092818,17.29
6102972,17.32
6113127,17.32
6123282,17.32
6133437,17.32
6143591,17.32
6153746,17.32
6163901,17.35
6174055,17.39
6184210,17.35
6194365,17.39
6204520,17.35
6214674,17.39
6224829,17.39
6234984,17.39
6245138,17.39
6255293,17.39
6265448,17.42
6275602,17.42
6285757,17.42
6295912,17.42
6306067,17.46
6316221,17.46
6326376,17.46
6336531,17.49
6346685,17.46
6356840,17.46
6366995,17.49
6377150,17.49
6387304,17.52
6397459,17.49
6407614,17.52
6417769,17.52
6427923,17.52
6438078,17.52
6448233,17.52
6458387,17.56
6468542,17.56
6478697,17.56
6488852,17.56
6499006,17.59
6509161,17.59
6519316,17.59
6529470,17.62
6539625,17.59
6549780,17.62
6559935,17.62
6570089,17.62
6580244,17.62
6590399,17.62
6600553,17.66
6610708,17.66
6620863,17.66
6631018,17.66
6641172,17.66
6651327,17.69
6661482,17.69
6671636,17.69
6681791,17.69
6691946,17.69
6702100,17.73
6712255,17.73
6722410,17.73
6732565,17.73
6742719,17.73
6752874,17.76
6763029,17.76
6773183,17.76
6783338,17.76
6793493,17.76
6803648,17.79
6813802,17.79
6823957,17.79
6834112,17.79
6844266,17.79
6854421,17.83
6864576,17.83
6874731,17.83
6884885,17.83
6895040,17.83
6905195,17.86
6915349,17.86
6925504,17.86
6935659,17.86
6945814,17.86
6955968,17.89
6966123,17.86
6976278,17.89
6986432,17.89
6996587,17.89
7006742,17.89
7016897,17.89
7027051,17.93
7037206,17.89
7047361,17.93
7057515,17.96
7067670,17.96
7077825,17.96
7087979,17.96
7098134,17.96
7108289,17.96
7118444,17.96
7128598,18.00
7138753,18.00
7148908,18.00
7159062,18.00
7169217,18.00
7179372,18.03
7189527,18.03
7199681,18.03
7209836,18.03
7219991,18.06
7230145,18.03
7240300,18.03
7250455,18.06
