Time [ms],Temp [C]
12469984,22.83
12480139,22.83
12490294,22.83
12500448,22.83
12510603,22.83
12520758,22.83
12530913,22.83
12541067,22.86
12551222,22.86
12561377,22.86
12571532,22.86
12581686,22.86
12591841,22.86
12601996,22.89
12612151,22.89
12622305,22.86
12632460,22.89
12642615,22.89
12652770,22.89
12662924,22.89
12673079,22.89
12683234,22.89
12693389,22.93
12703544,22.89
12713698,22.89
12723853,22.89
12734008,22.93
12744163,22.89
12754317,22.93
12764472,22.93
12774627,22.93
12784782,22.93
12794936,22.93
12805091,22.96
12815246,22.96
12825401,22.96
12835555,22.96
12845710,22.96
12855865,22.96
12866020,22.96
12876174,22.96
12886329,23
12896484,22.96
12906639,23
12916793,23
12926948,22.96
12937103,23
12947258,23
12957412,23
12967567,23.03
12977722,23
12987877,23
12998031,23
13008186,23
13018341,23.03
13028496,23.03
13038650,23.03
13048805,23.03
13058960,23.03
13069115,23.03
13079269,23.06
13089424,23.06
13099579,23.06
13109734,23.06
13119889,23.06
13130043,23.03
13140198,23.06
13150353,23.06
13160508,23.06
13170662,23.06
13180817,23.06
13190972,23.1
13201127,23.1
13211281,23.1
13221436,23.1
13231591,23.1
13241746,23.1
13251900,23.1
13262055,23.1
13272210,23.1
13282365,23.1
13292519,23.1
13302674,23.1
13312829,23.13
13322984,23.1
13333138,23.13
13343293,23.13
13353448,23.13
13363603,23.13
13373757,23.13
13383912,23.13
13394067,23.13
13404222,23.16
13414377,23.13
13424531,23.13
13434686,23.16
13444841,23.16
13454996,23.16
13465150,23.16
13475305,23.16
13485460,23.16
13495615,23.16
13505769,23.2
13515924,23.2
13526079,23.2
13536234,23.2
13546388,23.2
13556543,23.2
13566698,23.2
13576853,23.2
13587007,23.2
13597162,23.23
13607317,23.2
13617472,23.2
13627627,23.2
13637781,23.23
13647936,23.2
13658091,23.23
13668246,23.23
13678400,23.23
13688555,23.23
13698710,23.23
13708865,23.23
13719019,23.23
13729174,23.23
13739329,23.23
13749484,23.27
13759638,23.23
13769793,23.27
13779948,23.27
13790103,23.27
13800257,23.23
13810412,23.27
13820567,23.27
13830722,23.27
13840877,23.27
13851031,23.27
13861186,23.27
13871341,23.27
13881496,23.27
13891650,23.3
13901805,23.3
13911960,23.3
13922115,23.3
13932269,23.3
13942424,23.3
13952579,23.3
13962734,23.3
13972888,23.3
13983043,23.33
13993198,23.33
14003353,23.3
14013508,23.33
14023662,23.33
14033817,23.33
14043972,23.33
14054127,23.33
14064281,23.33
14074436,23.33
14084591,23.33
14094746,23.33
14104900,23.33
14115055,23.33
14125210,23.37
14135365,23.33
14145519,23.33
14155674,23.37
14165829,23.37
14175984,23.37
14186138,23.37
14196293,23.37
14206448,23.37
14216603,23.37
14226758,23.4
14236912,23.4
14247067,23.4
14257222,23.4
14267377,23.4
14277531,23.4
14287686,23.4
14297841,23.4
14307996,23.4
14318150,23.4
14328305,23.4
14338460,23.43
14348615,23.4
14358769,23.4
14368924,23.4
14379079,23.43
14389234,23.43
14399388,23.4
14409543,23.43
14419698,23.43
14429853,23.43
14440007,23.43
14450162,23.43
14460317,23.43
14470472,23.47
14480627,23.43
14490781,23.43
14500936,23.43
14511091,23.43
14521246,23.43
14531400,23.43
14541555,23.47
14551710,23.47
14561865,23.47
14572019,23.47
14582174,23.5
14592329,23.47
14602484,23.47
14612638,23.5
14622793,23.47
14632948,23.5
14643103,23.5
14653258,23.47
14663412,23.5
14673567,23.5
14683722,23.5
14693877,23.5
14704031,23.5
14714186,23.5
14724341,23.5
14734496,23.5
14744650,23.5
14754805,23.54
14764960,23.5
14775115,23.54
14785269,23.54
14795424,23.54
14805579,23.54
14815734,23.54
14825888,23.54
14836043,23.54
14846198,23.5
14856353,23.54
14866507,23.54
14876662,23.54
14886817,23.54
14896972,23.57
14907127,23.57
14917281,23.57
14927436,23.57
14937591,23.57
14947746,23.54
14957900,23.57
14968055,23.57
14978210,23.57
14988365,23.57
14998519,23.57
15008674,23.57
15018829,23.57
15028984,23.57
15039138,23.57
15049293,23.6
15059448,23.6
15069603,23.57
15079757,23.6
15089912,23.6
15100067,23.6
15110222,23.6
15120377,23.6
15130531,23.6
15140686,23.6
15150841,23.6
15160996,23.6
15171150,23.6
15181305,23.64
15191460,23.6
15201615,23.6
15211769,23.64
15221924,23.6
15232079,23.6
15242234,23.64
15252388,23.64
15262543,23.64
15272698,23.64
15282853,23.64
15293007,23.64
15303162,23.64
15313317,23.64
15323472,23.64
15333626,23.67
15343781,23.64
15353936,23.64
15364091,23.64
15374246,23.67
15384400,23.64
15394555,23.67
15404710,23.64
15414865,23.67
15425019,23.67
15435174,23.67
15445329,23.67
15455484,23.64
15465638,23.67
15475793,23.67
15485948,23.67
15496103,23.67
15506257,23.67
15516412,23.67
15526567,23.67
15536722,23.7
15546876,23.7
15557031,23.67
15567186,23.67
15577341,23.7
15587496,23.7
15597650,23.7
15607805,23.7
15617960,23.7
15628115,23.7
15638269,23.7
15648424,23.7
15658579,23.7
15668734,23.7
15678888,23.7
15689043,23.7
15699198,23.74
15709353,23.7
15719507,23.74
15729662,23.7
15739817,23.74
15749972,23.74
15760126,23.74
15770281,23.74
15780436,23.74
15790591,23.74
15800745,23.74
15810900,23.7
15821055,23.74
15831210,23.74
15841365,23.74
15851519,23.74
15861674,23.74
15871829,23.74
15881984,23.74
15892138,23.74
15902293,23.74
15912448,23.74
15922603,23.74
15932757,23.77
15942912,23.77
15953067,23.77
15963222,23.74
15973376,23.74
15983531,23.77
15993686,23.77
16003841,23.77
16013996,23.77
16024150,23.77
16034305,23.74
16044460,23.77
16054615,23.77
16064769,23.77
16074924,23.77
16085079,23.77
16095234,23.81
16105388,23.77
16115543,23.77
16125698,23.77
16135853,23.77
16146007,23.81
16156162,23.81
16166317,23.81
16176472,23.81
16186626,23.81
16196781,23.81
16206936,23.81
16217091,23.81
16227245,23.81
16237400,23.81
16247555,23.81
16257710,23.81
16267865,23.81
16278019,23.84
16288174,23.81
16298329,23.81
16308484,23.81
16318638,23.84
16328793,23.81
16338948,23.81
16349103,23.84
16359257,23.84
16369412,23.84
16379567,23.84
16389722,23.84
16399876,23.84
16410031,23.84
16420186,23.84
16430341,23.84
16440495,23.84
16450650,23.84
16460805,23.84
16470960,23.84
16481114,23.84
16491269,23.84
16501424,23.84
16511579,23.84
16521734,23.84
16531888,23.84
16542043,23.84
16552198,23.87
16562353,23.87
16572507,23.87
16582662,23.84
16592817,23.84
16602972,23.87
16613126,23.87
16623281,23.87
16633436,23.87
16643591,23.87
16653745,23.87
16663900,23.87
16674055,23.87
16684211,23.91
16694366,23.87
16704519,23.87
16714675,23.87
16724830,23.87
16734985,23.87
16745139,23.87
16755294,23.91
16765449,23.87
16775604,23.91
16785758,23.91
16795913,23.91
16806068,23.91
16816223,23.91
16826377,23.91
16836532,23.91
16846687,23.91
16856842,23.91
16866996,23.91
16877151,23.91
16887306,23.91
16897461,23.91
16907615,23.91
16917770,23.91
16927925,23.91
16938080,23.91
16948234,23.91
16958389,23.94
16968544,23.94
16978699,23.94
16988854,23.94
16999008,23.91
17009163,23.94
17019318,23.91
17029473,23.94
17039627,23.94
17049782,23.91
17059937,23.94
17070092,23.94
17080246,23.94
17090401,23.94
17100556,23.94
17110711,23.94
17120865,23.94
17131020,23.94
17141175,23.98
17151330,23.94
17161484,23.94
17171639,23.94
17181794,23.94
17191949,23.98
17202104,23.98
17212258,23.94
17222413,23.94
17232568,23.94
17242723,23.94
17252877,23.98
17263032,23.94
17273187,23.98
17283342,23.98
17293496,23.98
17303651,23.98
17313806,23.98
17323961,23.98
17334115,23.94
17344270,23.98
17354425,23.98
17364580,23.98
17374734,23.98
17384889,23.98
17395044,23.98
17405199,23.98
17415354,23.98
17425508,23.98
17435663,23.98
17445818,24.01
17455973,23.98
17466127,23.98
17476282,23.98
17486437,24.01
17496592,23.98
17506746,24.01
17516901,24.01
17527056,23.98
17537211,24.01
17547365,24.01
17557520,24.01
17567675,24.01
17577830,24.01
17587984,24.01
17598139,24.01
17608294,24.01
17618449,24.01
17628603,24.01
17638758,24.01
17648913,24.04
17659068,24.01
17669222,24.04
17679377,24.01
17689532,24.01
17699687,24.01
17709842,24.04
17719996,24.01
17730151,24.01
17740306,24.04
17750461,24.04
17760615,24.01
17770770,24.04
17780925,24.04
17791080,24.04
17801234,24.04
17811389,24.04
17821544,24.04
17831699,24.04
17841853,24.04
17852008,24.04
17862163,24.04
17872318,24.04
17882472,24.04
