Time [ms],Temp [C]
10956928,22.15
10967083,22.15
10977238,22.15
10987393,22.15
10997547,22.18
11007702,22.15
11017857,22.15
11028012,22.18
11038166,22.18
11048321,22.18
11058476,22.15
11068631,22.18
11078785,22.18
11088940,22.18
11099095,22.18
11109250,22.18
11119405,22.18
11129559,22.18
11139714,22.18
11149869,22.18
11160024,22.18
11170178,22.18
11180333,22.22
11190488,22.18
11200643,22.18
11210797,22.22
11220952,22.22
11231107,22.22
11241262,22.22
11251416,22.22
11261571,22.22
11271726,22.22
11281881,22.22
11292036,22.22
11302190,22.22
11312345,22.22
11322500,22.22
11332655,22.22
11342809,22.25
11352964,22.25
11363119,22.25
11373274,22.25
11383428,22.25
11393583,22.25
11403738,22.22
11413893,22.25
11424047,22.22
11434202,22.25
11444357,22.25
11454512,22.25
11464666,22.25
11474821,22.25
11484976,22.25
11495131,22.25
11505286,22.25
11515440,22.25
11525595,22.25
11535750,22.25
11545905,22.25
11556059,22.25
11566214,22.29
11576369,22.25
11586524,22.29
11596678,22.29
11606833,22.29
11616988,22.29
11627143,22.29
11637297,22.29
11647452,22.29
11657607,22.29
11667763,22.32
11677916,22.29
11688071,22.29
11698227,22.32
11708382,22.29
11718537,22.29
11728691,22.29
11738846,22.29
11749001,22.29
11759156,22.32
11769310,22.32
11779465,22.32
11789620,22.32
11799775,22.32
11809929,22.32
11820084,22.32
11830239,22.32
11840394,22.32
11850548,22.32
11860703,22.32
11870858,22.32
11881013,22.32
11891168,22.32
11901322,22.32
11911477,22.32
11921632,22.32
11931787,22.35
11941941,22.32
11952096,22.35
11962251,22.35
11972406,22.32
11982560,22.35
11992715,22.35
12002870,22.32
12013025,22.35
12023179,22.32
12033334,22.35
12043489,22.35
12053644,22.35
12063798,22.35
12073953,22.35
12084108,22.35
12094263,22.35
12104418,22.35
12114572,22.35
12124727,22.35
12134882,22.35
12145037,22.35
12155191,22.35
12165346,22.35
12175501,22.35
12185656,22.35
12195810,22.35
12205965,22.39
12216120,22.39
12226275,22.35
12236429,22.35
12246584,22.35
12256739,22.35
12266894,22.35
12277048,22.39
12287203,22.39
12297358,22.39
12307513,22.39
12317667,22.39
12327822,22.39
12337977,22.39
12348132,22.39
12358287,22.35
12368441,22.39
12378596,22.39
12388751,22.39
12398906,22.39
12409060,22.39
12419215,22.39
12429370,22.39
12439525,22.39
12449679,22.39
12459834,22.42
12469989,22.39
12480144,22.42
12490298,22.39
12500453,22.42
12510608,22.39
12520763,22.39
12530917,22.39
12541072,22.42
12551227,22.39
12561382,22.42
12571537,22.42
12581691,22.39
12591846,22.39
12602001,22.42
12612156,22.42
12622310,22.42
12632465,22.42
12642620,22.42
12652775,22.42
12662929,22.42
12673084,22.42
12683239,22.42
12693394,22.42
12703548,22.42
12713703,22.42
12723858,22.42
12734013,22.42
12744168,22.42
12754322,22.42
12764477,22.42
12774632,22.42
12784787,22.42
12794941,22.45
12805096,22.42
12815251,22.42
12825406,22.42
12835560,22.45
12845715,22.42
12855870,22.42
12866025,22.42
12876179,22.42
12886334,22.42
12896489,22.42
12906644,22.42
12916798,22.42
12926953,22.45
12937108,22.45
12947263,22.45
12957417,22.42
12967572,22.42
12977727,22.45
12987882,22.45
12998036,22.42
13008191,22.45
13018346,22.45
13028501,22.45
13038656,22.45
13048810,22.45
13058965,22.45
13069120,22.45
13079275,22.45
13089429,22.45
13099584,22.45
13109739,22.45
13119894,22.45
13130048,22.45
13140203,22.45
13150358,22.45
13160513,22.45
13170667,22.45
13180822,22.45
13190977,22.45
13201132,22.45
13211286,22.45
13221441,22.45
13231596,22.45
13241751,22.49
13251905,22.45
13262060,22.49
13272215,22.45
13282370,22.45
13292525,22.49
13302679,22.45
13312834,22.49
13322989,22.49
13333144,22.45
13343298,22.49
13353453,22.49
13363608,22.49
13373763,22.45
13383917,22.49
13394072,22.45
13404227,22.49
13414382,22.49
13424536,22.45
13434691,22.49
13444846,22.45
13455001,22.45
13465155,22.49
13475310,22.49
13485465,22.49
13495620,22.49
13505774,22.49
13515929,22.49
13526084,22.49
13536239,22.49
13546393,22.49
13556548,22.49
13566703,22.49
13576858,22.49
13587013,22.49
13597167,22.49
13607322,22.49
13617477,22.49
13627632,22.49
13637786,22.49
13647941,22.49
13658096,22.49
13668251,22.52
13678405,22.49
13688560,22.49
13698715,22.49
13708870,22.49
13719024,22.52
13729179,22.49
13739334,22.49
13749489,22.49
13759643,22.49
13769798,22.49
13779953,22.49
13790108,22.49
13800262,22.49
13810417,22.49
13820572,22.49
13830727,22.49
13840882,22.52
13851036,22.52
13861191,22.52
13871346,22.52
13881501,22.52
13891655,22.49
13901810,22.52
13911965,22.52
13922120,22.49
13932274,22.49
13942429,22.52
13952584,22.49
13962739,22.52
13972893,22.52
13983048,22.52
13993203,22.52
14003358,22.52
